0 [1.00e+00, 1.00e+00]
117400 [2.79e-01, 5.09e-02]
117600 [2.80e-01, 5.19e-02]
117800 [2.81e-01, 5.18e-02]
118000 [2.83e-01, 5.25e-02]
118200 [2.84e-01, 5.27e-02]
118400 [2.85e-01, 5.36e-02]
118600 [2.86e-01, 5.43e-02]
118800 [2.87e-01, 5.43e-02]
119000 [2.88e-01, 5.52e-02]
119200 [2.89e-01, 5.56e-02]
119400 [2.90e-01, 5.62e-02]
119600 [2.91e-01, 5.69e-02]
119800 [2.92e-01, 5.78e-02]
120000 [2.93e-01, 5.80e-02]
120200 [2.94e-01, 5.88e-02]
120400 [2.65e-01, 1.11e-01]
120600 [2.65e-01, 1.11e-01]
120800 [2.65e-01, 1.11e-01]
121000 [2.65e-01, 1.11e-01]
121200 [2.65e-01, 1.12e-01]
121400 [2.65e-01, 1.12e-01]
121600 [2.65e-01, 1.12e-01]
121800 [2.65e-01, 1.12e-01]
122000 [2.65e-01, 1.13e-01]
122200 [2.65e-01, 1.13e-01]
122400 [2.66e-01, 1.13e-01]
122600 [2.66e-01, 1.14e-01]
122800 [2.66e-01, 1.14e-01]
123000 [2.66e-01, 1.13e-01]
123200 [2.66e-01, 1.14e-01]
123400 [2.66e-01, 1.14e-01]
123600 [2.67e-01, 1.14e-01]
123800 [2.67e-01, 1.15e-01]
124000 [2.67e-01, 1.13e-01]
124200 [2.67e-01, 1.14e-01]
124400 [2.68e-01, 1.14e-01]
124600 [2.68e-01, 1.13e-01]
124800 [2.68e-01, 1.14e-01]
125000 [2.69e-01, 1.14e-01]
125200 [2.69e-01, 1.14e-01]
125400 [2.69e-01, 1.14e-01]
125600 [2.70e-01, 1.14e-01]
125800 [2.70e-01, 1.14e-01]
126000 [2.71e-01, 1.14e-01]
126200 [2.72e-01, 1.13e-01]
126400 [2.72e-01, 1.14e-01]
126600 [2.73e-01, 1.13e-01]
126800 [2.74e-01, 1.14e-01]
127000 [2.74e-01, 1.14e-01]
127200 [2.75e-01, 1.14e-01]
127400 [2.76e-01, 1.13e-01]
127600 [2.76e-01, 1.12e-01]
127800 [2.77e-01, 1.12e-01]
128000 [2.78e-01, 1.12e-01]
128200 [2.79e-01, 1.12e-01]
128400 [2.79e-01, 1.11e-01]
128600 [2.80e-01, 1.12e-01]
128800 [2.81e-01, 1.10e-01]
129000 [2.82e-01, 1.11e-01]
129200 [2.82e-01, 1.10e-01]
129400 [2.83e-01, 1.10e-01]
129600 [2.84e-01, 1.10e-01]
129800 [2.85e-01, 1.09e-01]
130000 [2.85e-01, 1.09e-01]
130200 [2.86e-01, 1.08e-01]
130400 [2.87e-01, 1.07e-01]
130600 [2.96e-01, 6.52e-02]
130800 [2.83e-01, 6.70e-02]
131000 [2.84e-01, 6.77e-02]
131200 [2.85e-01, 6.84e-02]
131400 [2.86e-01, 6.91e-02]
131600 [2.87e-01, 6.99e-02]
131800 [2.88e-01, 7.08e-02]
132000 [2.89e-01, 7.18e-02]
132200 [2.91e-01, 7.28e-02]
132400 [2.92e-01, 7.39e-02]
132600 [2.93e-01, 7.50e-02]
132800 [2.95e-01, 7.63e-02]
133000 [2.96e-01, 7.76e-02]
133200 [2.98e-01, 7.90e-02]
133400 [2.99e-01, 8.05e-02]
133600 [3.01e-01, 7.83e-02]
133800 [3.02e-01, 7.95e-02]
134000 [3.04e-01, 8.13e-02]
134200 [3.06e-01, 8.31e-02]
134400 [3.07e-01, 8.29e-02]
134600 [3.09e-01, 8.49e-02]
134800 [3.11e-01, 8.37e-02]
135000 [3.13e-01, 8.59e-02]
135200 [3.14e-01, 8.62e-02]
135400 [3.16e-01, 8.65e-02]
135600 [3.17e-01, 8.66e-02]
135800 [3.19e-01, 8.70e-02]
136000 [3.21e-01, 8.76e-02]
136200 [3.22e-01, 8.76e-02]
136400 [3.24e-01, 8.72e-02]
136600 [3.26e-01, 8.64e-02]
136800 [3.27e-01, 8.76e-02]
137000 [3.29e-01, 8.82e-02]
137200 [3.30e-01, 8.80e-02]
137400 [3.32e-01, 8.75e-02]
137600 [3.33e-01, 8.81e-02]
137800 [3.34e-01, 8.75e-02]
138000 [3.35e-01, 8.76e-02]
138200 [3.36e-01, 8.65e-02]
138400 [3.37e-01, 8.60e-02]
138600 [3.38e-01, 8.65e-02]
138800 [3.39e-01, 8.62e-02]
139000 [3.40e-01, 8.63e-02]
139200 [3.41e-01, 8.62e-02]
