# step, loss_train, loss_test, metrics_test
1.700000000000000000e+04 1.561959320493484723e-05 2.317496013088422043e-08 6.271936771875226478e-05 4.489370292147240874e-07 1.561959320493484723e-05 2.317496013088422043e-08 6.271936771875226478e-05 4.489370292147240874e-07
1.800000000000000000e+04 9.248544203333287973e-06 1.601888333830543076e-08 5.573159657484319485e-05 2.153663570890460812e-07 9.248544203333287973e-06 1.601888333830543076e-08 5.573159657484319485e-05 2.153663570890460812e-07
1.900000000000000000e+04 3.601286883945741104e-05 1.012486517498332433e-07 5.952491617825033884e-05 2.291133885085751776e-07 3.601286883945741104e-05 1.012486517498332433e-07 5.952491617825033884e-05 2.291133885085751776e-07
2.000000000000000000e+04 2.373918640026777705e-05 2.087181993393643166e-08 5.170321284742684069e-05 1.168949063316232641e-07 2.373918640026777705e-05 2.087181993393643166e-08 5.170321284742684069e-05 1.168949063316232641e-07
2.100000000000000000e+04 8.744597183319822596e-05 1.614144622393528236e-07 6.618249461356230385e-05 8.844956516342535717e-08 8.744597183319822596e-05 1.614144622393528236e-07 6.618249461356230385e-05 8.844956516342535717e-08
2.200000000000000000e+04 1.233713525257421810e-04 1.807816710691088439e-07 7.093783707787572627e-05 7.722116883070147808e-08 1.233713525257421810e-04 1.807816710691088439e-07 7.093783707787572627e-05 7.722116883070147808e-08
2.300000000000000000e+04 1.701796032484310739e-06 1.113893415538141310e-08 2.003566782223408077e-05 4.489832057446540008e-08 1.701796032484310739e-06 1.113893415538141310e-08 2.003566782223408077e-05 4.489832057446540008e-08
2.400000000000000000e+04 1.949606621164730081e-05 9.424641179696586966e-09 2.064756117208235497e-05 4.545716872086354697e-08 1.949606621164730081e-05 9.424641179696586966e-09 2.064756117208235497e-05 4.545716872086354697e-08
2.500000000000000000e+04 8.192521712809256023e-06 2.984372884167976279e-09 1.052213606512425410e-05 2.618283274967792471e-08 8.192521712809256023e-06 2.984372884167976279e-09 1.052213606512425410e-05 2.618283274967792471e-08
2.600000000000000000e+04 1.922753923495854224e-06 4.427363282408577759e-08 5.138491850666512324e-06 1.618704430613792550e-08 1.922753923495854224e-06 4.427363282408577759e-08 5.138491850666512324e-06 1.618704430613792550e-08
2.700000000000000000e+04 4.397399952450805613e-06 9.510151815339574643e-08 3.761570434970248096e-06 7.945819586717468779e-09 4.397399952450805613e-06 9.510151815339574643e-08 3.761570434970248096e-06 7.945819586717468779e-09
2.800000000000000000e+04 5.518431497782290600e-06 1.518577975895250188e-07 3.924244692148919794e-06 2.964532413748872617e-08 5.518431497782290600e-06 1.518577975895250188e-07 3.924244692148919794e-06 2.964532413748872617e-08
2.900000000000000000e+04 2.525551905474400213e-06 1.183988486512931670e-07 1.500236332576078464e-06 5.903585172784589455e-09 2.525551905474400213e-06 1.183988486512931670e-07 1.500236332576078464e-06 5.903585172784589455e-09
3.000000000000000000e+04 2.075793360099112325e-05 2.690141516973034836e-07 9.574962863552012517e-06 2.152316880552762561e-08 2.075793360099112325e-05 2.690141516973034836e-07 9.574962863552012517e-06 2.152316880552762561e-08
