"Time","Subsystem #1|CTLs|Vars|Isderr8","Subsystem #1|CTLs|Vars|udA8"
0.0243,-2.500333324E-4,-1.084465816E-4
0.02435,-2.489898806E-4,-1.084267331E-4
0.0244,-2.477547332E-4,-1.084020638E-4
0.02445,-2.463289512E-4,-1.083725952E-4
0.0245,-2.447137268E-4,-1.083383527E-4
0.02455,-2.429103776E-4,-1.082993642E-4
0.0246,-2.409204496E-4,-1.082556639E-4
0.02465,-2.387456165E-4,-1.082072889E-4
0.0247,-2.363876741E-4,-1.081542795E-4
0.02475,-2.338486416E-4,-1.080966817E-4
0.0248,-2.311306622E-4,-1.080345444E-4
0.02485,-2.282359951E-4,-1.079679198E-4
0.0249,-2.251671181E-4,-1.078968654E-4
0.02495,-2.219266262E-4,-1.078214418E-4
0.025,-2.185172246E-4,-1.077417123E-4
0.02505,-2.149418297E-4,-1.076577457E-4
0.0251,-2.11203468E-4,-1.075696135E-4
0.02515,-2.073052682E-4,-1.074773898E-4
0.0252,-2.032505619E-4,-1.073811541E-4
0.02525,-1.990427824E-4,-1.072809883E-4
0.0253,-1.946854561E-4,-1.071769767E-4
0.02535,-1.90182303E-4,-1.070692088E-4
0.0254,-1.855371347E-4,-1.06957776E-4
0.02545,-1.80753846E-4,-1.068427725E-4
0.0255,-1.758365144E-4,-1.067242965E-4
0.02555,-1.707892983E-4,-1.06602449E-4
0.0256,-1.656164282E-4,-1.064773323E-4
0.02565,-1.603223054E-4,-1.063490534E-4
0.0257,-1.549114006E-4,-1.062177212E-4
0.02575,-1.493882438E-4,-1.060834461E-4
0.0258,-1.437575237E-4,-1.059463424E-4
0.02585,-1.380239855E-4,-1.058065262E-4
0.0259,-1.321924206E-4,-1.056641148E-4
0.02595,-1.262677659E-4,-1.055192292E-4
0.026,-1.202550008E-4,-1.053719916E-4
0.02605,-1.141591375E-4,-1.052225252E-4
0.0261,-1.079853194E-4,-1.050709565E-4
0.02615,-1.017387184E-4,-1.04917413E-4
0.0262,-9.542452587E-5,-1.047620227E-4
0.02625,-8.904806207E-5,-1.046049171E-4
0.0263,-8.261465543E-5,-1.044462277E-4
0.02635,-7.612959522E-5,-1.042860855E-4
0.0264,-6.959828398E-5,-1.041246243E-4
0.02645,-6.302617086E-5,-1.039619793E-4
0.0265,-5.64186975E-5,-1.037982855E-4
0.02655,-4.978130031E-5,-1.036336781E-4
0.0266,-4.311949713E-5,-1.034682942E-4
0.02665,-3.643877781E-5,-1.033022707E-4
0.0267,-2.974459957E-5,-1.031357436E-4
0.02675,-2.304248477E-5,-1.029688505E-4
0.0268,-1.633791801E-5,-1.028017286E-4
0.02685,-9.636335526E-6,-1.026345137E-4
0.0269,-2.943223176E-6,-1.024673432E-4
0.02695,3.735986323E-6,-1.02300353E-4
0.027,1.039592395E-5,-1.021336779E-4
