"Time","Subsystem #1|CTLs|Vars|I107d_rms","Subsystem #1|CTLs|Vars|I107q_rms","Subsystem #1|CTLs|Vars|Omega107V","Subsystem #1|CTLs|Vars|Tmpu_M1","Subsystem #1|CTLs|Vars|V107d_rms","Subsystem #1|CTLs|Vars|V107q_rms","Subsystem #1|Machines|M1|PSTAT1M1","Subsystem #1|Machines|M1|QSTAT1M1","Subsystem #1|Machines|M1|SPDOUT1M1","Subsystem #1|Machines|M1|TELECT1M1"
0.0148,0.2612438744,-0.1025286222,376.9908544,-0.7692019792,0.4680275176,-0.01765096981,0.1256290721,0.03866709318,0.9595831918,-0.7692220876
0.0149,0.2612513052,-0.1025280336,376.9908729,-0.7692020139,0.4680283032,-0.01764722826,0.1256324115,0.03866753136,0.9595832182,-0.7692417877
0.015,0.2612588099,-0.1025272609,376.9908928,-0.7692020826,0.4680287073,-0.01764349565,0.1256356592,0.03866784682,0.9595832576,-0.7692613257
0.0151,0.2612663465,-0.1025263086,376.990914,-0.7692021849,0.4680287255,-0.01763979043,0.1256387962,0.038668038,0.9595833097,-0.7692805906
0.0152,0.2612738727,-0.1025251813,376.9909364,-0.7692023203,0.4680283563,-0.01763613601,0.1256418046,0.03866810263,0.9595833742,-0.7692994732
0.0153,0.2612813461,-0.1025238846,376.9909599,-0.7692024882,0.468027597,-0.01763254792,0.1256446656,0.03866804107,0.9595834509,-0.7693178636
0.0154,0.2612887242,-0.1025224254,376.9909843,-0.7692026875,0.4680264515,-0.01762905439,0.1256473632,0.03866785092,0.9595835393,-0.7693356561
0.0155,0.2612959646,-0.1025208106,376.9910094,-0.7692029173,0.4680249254,-0.01762567293,0.1256498815,0.03866753388,0.9595836388,-0.7693527478
0.0156,0.2613030258,-0.1025190495,376.9910353,-0.7692031761,0.4680230237,-0.01762242202,0.1256522048,0.03866709134,0.9595837491,-0.7693690383
0.0157,0.261309867,-0.1025171515,376.9910616,-0.7692034627,0.4680207561,-0.0176193222,0.1256543192,0.03866652488,0.9595838693,-0.7693844316
0.0158,0.2613164482,-0.1025151267,376.9910883,-0.7692037754,0.4680181332,-0.01761638795,0.1256562114,0.0386658382,0.959583999,-0.7693988361
