"Time","Subsystem #1|CTLs|Vars|I107d_rms","Subsystem #1|CTLs|Vars|I107q_rms","Subsystem #1|CTLs|Vars|Omega107V","Subsystem #1|CTLs|Vars|Tmpu_M1","Subsystem #1|CTLs|Vars|V107d_rms","Subsystem #1|CTLs|Vars|V107q_rms","Subsystem #1|Machines|M1|PSTAT1M1","Subsystem #1|Machines|M1|QSTAT1M1","Subsystem #1|Machines|M1|SPDOUT1M1","Subsystem #1|Machines|M1|TELECT1M1"
0.0149,0.261341046,-0.1025051647,376.9912044,-0.7692053971,0.4680030628,-0.01760605235,0.1256615925,0.03866155433,0.9595846542,-0.7694478672
0.015,0.2613456321,-0.1025026672,376.9912304,-0.7692058161,0.4679988263,-0.0176042965,0.1256621387,0.03866029429,0.9595848203,-0.7694557008
0.0151,0.2613497456,-0.1025001235,376.9912558,-0.7692062479,0.4679943557,-0.01760280412,0.1256624136,0.03865894578,0.9595849903,-0.769462113
0.0152,0.2613533613,-0.1024975486,376.9912805,-0.7692066901,0.4679896768,-0.0176015824,0.125662415,0.03865751706,0.9595851634,-0.7694670634
0.0153,0.2613564571,-0.1024949576,376.9913042,-0.76920714,0.4679848167,-0.01760064183,0.1256621425,0.03865601543,0.9595853385,-0.7694705203
0.0154,0.2613590139,-0.1024923651,376.991327,-0.7692075952,0.4679798045,-0.0175999839,0.1256615972,0.03865445092,0.9595855145,-0.7694724606
0.0155,0.2613610155,-0.1024897866,376.9913485,-0.7692080529,0.4679746701,-0.01759962089,0.1256607827,0.03865283022,0.9595856905,-0.7694728711
0.0156,0.2613624496,-0.1024872365,376.9913688,-0.7692085106,0.4679694441,-0.01759955219,0.1256597033,0.0386511641,0.9595858655,-0.7694717476
0.0157,0.2613633067,-0.1024847306,376.9913876,-0.7692089655,0.4679641584,-0.01759977797,0.1256583654,0.03864946252,0.9595860384,-0.7694690951
0.0158,0.2613635811,-0.1024822838,376.9914049,-0.7692094151,0.4679588452,-0.0176002964,0.1256567766,0.03864773577,0.9595862083,-0.7694649281
0.0159,0.2613632707,-0.1024799104,376.9914205,-0.7692098567,0.4679535366,-0.01760110813,0.1256549469,0.0386459931,0.9595863741,-0.7694592706
0.016,0.2613623769,-0.1024776244,376.9914344,-0.7692102877,0.4679482654,-0.01760220795,0.1256528872,0.03864424534,0.9595865348,-0.7694521556
0.0161,0.2613609045,-0.1024754398,376.9914465,-0.7692107057,0.4679430638,-0.01760358732,0.1256506097,0.03864250358,0.9595866897,-0.7694436252
0.0162,0.2613588622,-0.1024733698,376.9914567,-0.7692111083,0.4679379634,-0.01760523996,0.1256481283,0.03864077771,0.9595868376,-0.7694337301
0.0163,0.2613562619,-0.1024714267,376.9914649,-0.7692114931,0.4679329955,-0.01760715124,0.1256454574,0.03863907948,0.9595869779,-0.7694225291
0.0164,0.261353119,-0.1024696223,376.9914711,-0.7692118578,0.4679281899,-0.01760931655,0.1256426139,0.03863741698,0.9595871097,-0.7694100893
