"Time","Subsystem #1|CTLs|Vars|I107d_rms","Subsystem #1|CTLs|Vars|I107q_rms","Subsystem #1|CTLs|Vars|Omega107V","Subsystem #1|CTLs|Vars|Tmpu_M1","Subsystem #1|CTLs|Vars|V107d_rms","Subsystem #1|CTLs|Vars|V107q_rms","Subsystem #1|Machines|M1|PSTAT1M1","Subsystem #1|Machines|M1|QSTAT1M1","Subsystem #1|Machines|M1|SPDOUT1M1","Subsystem #1|Machines|M1|TELECT1M1"
0.0152,0.2615320672,-0.1026452762,376.9915535,-0.768913567,0.4670220314,-0.01765101712,0.1254856766,0.03862029928,0.9594720678,-0.768638238
0.0153,0.2615062215,-0.1026467547,376.9914996,-0.7689130914,0.4670233516,-0.01765946574,0.125474955,0.03861981316,0.9594718412,-0.7685721488
0.0154,0.2614806647,-0.1026483221,376.9914433,-0.7689125024,0.4670258847,-0.01766775079,0.1254647462,0.03861950619,0.9594715722,-0.7685077142
0.0155,0.2614555448,-0.1026499715,376.991385,-0.768911803,0.4670296304,-0.01767581997,0.1254551135,0.03861938432,0.9594712622,-0.7684453177
0.0156,0.2614310084,-0.1026516972,376.9913251,-0.768910997,0.4670345797,-0.01768362326,0.1254461171,0.03861945143,0.9594709129,-0.7683853344
0.0157,0.2614072009,-0.1026534919,376.9912638,-0.7689100887,0.4670407165,-0.01769111352,0.1254378144,0.0386197098,0.9594705261,-0.7683281294
0.0158,0.2613842645,-0.1026553478,376.9912014,-0.7689090832,0.4670480163,-0.01769824263,0.1254302587,0.03862016119,0.9594701041,-0.7682740545
0.0159,0.2613623381,-0.1026572566,376.9911384,-0.7689079859,0.4670564467,-0.0177049621,0.1254234991,0.03862080644,0.9594696492,-0.7682234457
0.016,0.2613415556,-0.1026592094,376.9910751,-0.768906803,0.467065967,-0.01771123298,0.1254175808,0.03862164291,0.9594691639,-0.7681766214
0.0161,0.2613220456,-0.1026611962,376.9910119,-0.7689055412,0.4670765289,-0.01771701154,0.1254125431,0.03862266889,0.959468651,-0.7681338793
0.0162,0.2613039299,-0.1026632075,376.9909491,-0.7689042078,0.4670880752,-0.01772225552,0.1254084201,0.03862388124,0.9594681135,-0.7680954935
0.0163,0.2612873231,-0.1026652326,376.9908871,-0.7689028103,0.4671005407,-0.01772693022,0.1254052403,0.03862527396,0.9594675545,-0.768061713
0.0164,0.2612723311,-0.10266726,376.9908262,-0.7689013568,0.4671138534,-0.01773099703,0.1254030256,0.03862684176,0.9594669771,-0.7680327585
